file,params,prop,type,n,a,repeat,error,time_VI,iters_VI,dist_VI,time_VIGS,iters_VIGS,dist_VIGS,time_RVI,iters_RVI,dist_RVI,time_PI1,iters_PI1,dist_PI1,time_PIGS1,iters_PIGS1,dist_PIGS1,time_PI2,iters_PI2,dist_PI2,time_PIGS2,iters_PIGS2,dist_PIGS2,time_PI3,iters_PI3,dist_PI3,time_PIGS3,iters_PIGS3,dist_PIGS3
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,6,,0.33283,5000.0,0.192793,,,,0.33752,5000.0,0.192793,0.70215,5000.0,0.000232798,0.58156,5000.0,3.99468e-05,0.9535,5000.0,2.31467e-06,0.70937,5000.0,3.96381e-07,1.23897,3059.0,9.99717e-09,0.66477,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,7,,0.3375,5000.0,0.192793,,,,0.33202,5000.0,0.192793,0.71208,5000.0,0.000232798,0.58057,5000.0,3.99468e-05,0.96618,5000.0,2.31467e-06,0.70442,5000.0,3.96381e-07,1.24055,3059.0,9.99717e-09,0.67293,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,8,,0.33429,5000.0,0.192793,,,,0.3312,5000.0,0.192793,0.70287,5000.0,0.000232798,0.58867,5000.0,3.99468e-05,0.9544,5000.0,2.31467e-06,0.70758,5000.0,3.96381e-07,1.24939,3059.0,9.99717e-09,0.66358,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,9,,0.33682,5000.0,0.192793,,,,0.33401,5000.0,0.192793,0.70659,5000.0,0.000232798,0.58324,5000.0,3.99468e-05,0.95895,5000.0,2.31467e-06,0.72648,5000.0,3.96381e-07,1.24904,3059.0,9.99717e-09,0.66837,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,10,,0.33642,5000.0,0.192793,,,,0.33275,5000.0,0.192793,0.7056,5000.0,0.000232798,0.58255,5000.0,3.99468e-05,0.96579,5000.0,2.31467e-06,0.71282,5000.0,3.96381e-07,1.24588,3059.0,9.99717e-09,0.66395,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,11,,0.33726,5000.0,0.192793,,,,0.33276,5000.0,0.192793,0.71414,5000.0,0.000232798,0.58222,5000.0,3.99468e-05,0.96617,5000.0,2.31467e-06,0.71351,5000.0,3.96381e-07,1.23983,3059.0,9.99717e-09,0.66106,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,12,,0.33168,5000.0,0.192793,,,,0.33082,5000.0,0.192793,0.70067,5000.0,0.000232798,0.58014,5000.0,3.99468e-05,0.95435,5000.0,2.31467e-06,0.71202,5000.0,3.96381e-07,1.23807,3059.0,9.99717e-09,0.66326,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,13,,0.33079,5000.0,0.192793,,,,0.32946,5000.0,0.192793,0.70078,5000.0,0.000232798,0.58142,5000.0,3.99468e-05,0.95832,5000.0,2.31467e-06,0.70448,5000.0,3.96381e-07,1.24363,3059.0,9.99717e-09,0.6645,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,14,,0.33382,5000.0,0.192793,,,,0.33015,5000.0,0.192793,0.69878,5000.0,0.000232798,0.59063,5000.0,3.99468e-05,0.95513,5000.0,2.31467e-06,0.71364,5000.0,3.96381e-07,1.24424,3059.0,9.99717e-09,0.66649,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,15,,0.33394,5000.0,0.192793,,,,0.33089,5000.0,0.192793,0.70405,5000.0,0.000232798,0.58015,5000.0,3.99468e-05,0.96179,5000.0,2.31467e-06,0.71057,5000.0,3.96381e-07,1.24346,3059.0,9.99717e-09,0.66938,2094.0,9.99353e-09
